GEO_ID,ZCTA%5,NAME,Total,B25140_001M,Total Owned Units with a Mortgage,B25140_002M,Total Owned Units with a Mortgage (30-49%),B25140_003M,Total Owned Units with a Mortgage (50%+),B25140_004M,Total Owned Units with a Mortgage (Not Calculated),B25140_005M,Total Owned Units without a Mortgage,B25140_006M,Total Owned Units without a Mortgage (30-49%),B25140_007M,Total Owned Units without a Mortgage (50%+),B25140_008M,Total Owned Units without a Mortgage (Not Calculated),B25140_009M,Total Rented,B25140_010M,Total Rented (30-49%),B25140_011M,Total Rented (50%+),B25140_012M,Total Rented (Not Calculated),B25140_013M
860Z200US60481,60481,ZCTA5 60481,4610,256,2094,186,573,145,245,74,36,44,1316,231,175,68,108,58,0,19,1200,222,469,144,279,126,172,111
860Z200US60482,60482,ZCTA5 60482,4491,260,1795,280,728,188,317,114,25,27,1147,196,203,89,138,73,15,23,1549,246,812,225,437,223,37,45
860Z200US60484,60484,ZCTA5 60484,2163,148,810,182,209,124,120,110,0,17,573,168,73,74,15,19,0,17,780,165,439,124,139,98,122,100
860Z200US60487,60487,ZCTA5 60487,9119,421,5596,428,1454,261,558,147,11,17,2877,433,376,180,121,63,11,16,646,134,261,132,91,66,0,23
860Z200US60490,60490,ZCTA5 60490,6362,326,4538,329,1068,212,378,146,0,23,1178,234,118,98,69,92,12,19,646,263,300,217,201,209,51,54
860Z200US60491,60491,ZCTA5 60491,7533,323,4485,315,1097,235,452,132,0,23,2537,267,419,107,194,82,4,6,511,128,229,78,175,65,113,64
860Z200US60501,60501,ZCTA5 60501,3813,266,1056,208,466,174,286,144,0,19,1334,241,258,101,147,75,2,4,1423,309,737,252,280,140,32,48
860Z200US60502,60502,ZCTA5 60502,8364,486,4762,400,886,221,415,158,22,33,1952,364,234,100,92,64,14,22,1650,256,774,210,334,127,0,23
860Z200US60503,60503,ZCTA5 60503,5167,352,3833,376,928,317,272,233,0,19,847,217,49,41,19,25,13,19,487,162,112,54,17,21,15,20
860Z200US60504,60504,ZCTA5 60504,14009,611,6623,454,1435,316,670,201,23,45,1977,313,183,105,91,80,89,112,5409,602,2179,465,1119,302,85,82
860Z200US60505,60505,ZCTA5 60505,17327,590,5646,512,1233,266,480,151,29,34,4362,459,520,188,192,98,83,65,7319,623,3114,461,1547,341,391,157
860Z200US60506,60506,ZCTA5 60506,17681,672,8153,561,2592,389,798,225,0,26,3723,389,542,202,269,132,49,43,5805,554,2583,389,1307,339,179,92
860Z200US60510,60510,ZCTA5 60510,10961,469,6120,400,1285,241,471,144,8,13,2449,348,352,147,157,111,27,28,2392,402,1266,337,630,225,93,68
860Z200US60511,60511,ZCTA5 60511,601,93,443,88,65,32,34,27,0,12,110,37,19,14,5,7,0,12,48,36,4,5,0,12,9,9
860Z200US60512,60512,ZCTA5 60512,418,172,116,96,56,57,9,16,0,12,190,120,0,12,0,12,0,12,112,125,80,111,0,12,0,12
860Z200US60513,60513,ZCTA5 60513,7663,290,4014,327,1191,261,481,242,0,19,2064,296,375,145,186,102,0,19,1585,285,620,214,257,144,65,52
860Z200US60514,60514,ZCTA5 60514,3926,321,2341,345,853,383,417,268,57,81,693,190,131,83,90,77,0,17,892,245,275,171,184,151,26,32
860Z200US60515,60515,ZCTA5 60515,11939,463,5804,445,1091,324,504,253,11,16,3378,336,530,206,214,113,39,31,2757,368,1165,266,667,234,180,83
860Z200US60516,60516,ZCTA5 60516,11383,525,5359,423,980,218,437,165,14,17,3471,293,481,141,216,103,41,42,2553,410,1153,374,350,128,155,80
860Z200US60517,60517,ZCTA5 60517,12822,450,6144,521,1567,300,768,245,38,40,2427,262,324,78,86,44,29,28,4251,418,1992,388,836,220,39,37
860Z200US60518,60518,ZCTA5 60518,1518,171,543,89,117,38,52,29,0,12,484,89,50,26,26,17,3,5,491,135,241,137,170,121,53,52
860Z200US60519,60519,ZCTA5 60519,32,21,25,23,7,11,7,11,0,12,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US60520,60520,ZCTA5 60520,1161,124,617,85,267,89,41,28,19,29,296,106,39,25,16,14,0,12,248,75,114,65,70,60,16,19
860Z200US60521,60521,ZCTA5 60521,6000,211,3521,256,663,140,280,88,19,29,1833,231,292,88,195,79,0,19,646,158,271,107,168,90,31,30
860Z200US60523,60523,ZCTA5 60523,4203,280,1562,238,666,204,482,177,16,24,1794,253,271,95,188,79,91,71,847,174,419,134,166,93,142,89
860Z200US60525,60525,ZCTA5 60525,12288,498,5998,353,1448,260,542,148,3,4,3787,410,596,140,362,111,36,44,2503,300,930,224,519,169,170,99
860Z200US60526,60526,ZCTA5 60526,5074,218,2508,236,452,147,90,52,0,19,1258,225,192,95,80,61,7,12,1308,229,608,195,288,135,60,59
860Z200US60527,60527,ZCTA5 60527,12123,556,4551,386,1435,282,735,204,5,17,4889,439,850,211,372,125,50,40,2683,326,1124,265,659,231,315,183
860Z200US60530,60530,ZCTA5 60530,276,68,173,63,41,31,1,3,0,12,65,33,32,33,0,12,0,12,38,23,11,10,7,8,11,13
860Z200US60531,60531,ZCTA5 60531,816,150,368,96,91,43,26,16,45,52,181,46,41,27,24,22,2,4,267,118,131,110,119,110,25,20
860Z200US60532,60532,ZCTA5 60532,12702,513,4625,404,1107,256,370,133,34,55,2522,364,204,85,68,44,89,91,5555,502,1890,331,866,273,256,119
860Z200US60534,60534,ZCTA5 60534,4118,347,1591,300,507,242,275,155,13,22,1084,322,215,262,167,258,0,19,1443,278,716,231,347,200,125,102
860Z200US60536,60536,ZCTA5 60536,28,15,14,11,0,12,0,12,0,12,8,7,0,12,0,12,0,12,6,8,1,2,1,2,0,12
860Z200US60537,60537,ZCTA5 60537,254,84,178,79,21,14,13,15,0,12,61,26,1,4,0,12,0,12,15,11,0,12,0,12,2,3
860Z200US60538,60538,ZCTA5 60538,10138,579,6224,619,2281,557,592,234,29,44,1834,355,194,119,90,69,0,26,2080,523,877,298,452,216,169,143
860Z200US60539,60539,ZCTA5 60539,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US60540,60540,ZCTA5 60540,15239,639,7287,396,1301,201,594,183,5,8,4168,392,448,172,196,93,87,68,3784,479,1363,341,852,304,144,100
860Z200US60541,60541,ZCTA5 60541,1088,162,615,125,161,55,48,25,2,3,324,107,16,12,3,8,7,11,149,52,28,18,20,16,19,17
860Z200US60542,60542,ZCTA5 60542,7162,375,3645,362,683,153,282,130,0,19,1628,280,123,72,106,68,10,16,1889,304,650,191,390,157,55,65
860Z200US60543,60543,ZCTA5 60543,14200,493,9582,590,1892,442,603,233,46,57,2658,412,354,178,229,162,17,30,1960,496,1291,472,464,267,77,68
860Z200US60544,60544,ZCTA5 60544,10223,424,5895,513,1603,317,580,199,18,19,2857,332,393,175,73,59,20,24,1471,254,630,190,322,157,108,45
860Z200US60545,60545,ZCTA5 60545,4713,334,2534,416,802,304,230,151,0,19,1066,333,94,76,59,61,19,24,1113,382,327,162,121,104,24,42
860Z200US60546,60546,ZCTA5 60546,6479,365,3094,384,748,235,229,93,0,19,1871,271,486,246,224,152,4,7,1514,343,538,226,258,171,167,169
860Z200US60548,60548,ZCTA5 60548,4355,281,1968,215,427,154,122,109,0,19,1489,248,219,105,21,18,0,19,898,174,314,140,139,98,108,73
860Z200US60549,60549,ZCTA5 60549,250,72,130,73,28,37,0,12,0,12,87,54,4,7,4,7,0,12,33,28,0,12,0,12,7,9
860Z200US60550,60550,ZCTA5 60550,454,81,198,73,79,74,19,14,0,12,120,30,10,10,8,9,0,12,136,46,59,25,35,22,15,15
860Z200US60551,60551,ZCTA5 60551,1470,167,669,146,132,64,82,59,8,12,532,129,25,23,17,18,0,12,269,100,122,77,120,77,22,26
860Z200US60552,60552,ZCTA5 60552,1864,266,1076,247,169,82,100,72,0,12,505,145,16,12,9,9,3,5,283,118,88,46,48,42,38,24
860Z200US60553,60553,ZCTA5 60553,237,56,138,47,13,12,8,10,0,12,66,21,3,4,3,4,0,12,33,17,13,11,11,10,16,13
860Z200US60554,60554,ZCTA5 60554,4635,315,2539,291,586,177,274,136,0,19,1723,361,322,227,182,207,14,23,373,142,139,113,68,73,112,72
860Z200US60555,60555,ZCTA5 60555,5675,295,3044,277,795,176,205,97,10,15,1260,218,285,116,163,112,28,31,1371,218,451,172,273,156,95,72
860Z200US60556,60556,ZCTA5 60556,754,94,444,93,109,51,18,16,0,12,186,39,30,19,2,3,0,12,124,46,22,14,12,9,6,7
860Z200US60557,60557,ZCTA5 60557,25,39,0,12,0,12,0,12,0,12,25,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US60558,60558,ZCTA5 60558,4475,180,2940,223,454,127,124,54,0,19,1334,184,204,123,105,71,6,9,201,84,53,37,24,24,27,24
860Z200US60559,60559,ZCTA5 60559,10389,408,3653,356,854,207,303,106,0,23,2495,313,500,171,328,133,16,25,4241,372,1882,315,912,242,221,114
860Z200US60560,60560,ZCTA5 60560,9732,408,6290,507,1247,323,418,194,0,23,1838,360,292,136,77,70,15,23,1604,415,1155,452,282,190,10,11
860Z200US60561,60561,ZCTA5 60561,9278,394,4156,321,1030,258,477,129,6,9,3200,387,348,108,225,91,10,15,1922,315,792,208,292,148,96,63
860Z200US60563,60563,ZCTA5 60563,16200,588,5946,495,1312,299,517,188,6,10,2714,378,534,160,319,125,80,77,7540,464,2875,358,1453,301,209,114
860Z200US60564,60564,ZCTA5 60564,15804,485,9652,537,1852,278,707,200,25,31,4079,424,682,200,445,179,26,25,2073,480,526,220,245,159,67,44
860Z200US60565,60565,ZCTA5 60565,13822,541,8200,426,2047,320,854,237,8,12,4020,432,412,146,205,106,43,44,1602,358,431,168,277,153,116,65
860Z200US60585,60585,ZCTA5 60585,7635,352,5455,383,1278,305,351,166,5,13,1537,286,231,108,110,71,9,15,643,241,157,90,104,71,48,44
860Z200US60586,60586,ZCTA5 60586,14421,514,10925,583,2177,402,900,278,228,185,2427,315,268,132,50,47,75,117,1069,255,368,153,140,78,113,66
860Z200US60601,60601,ZCTA5 60601,9629,799,1633,547,586,381,172,178,60,92,965,365,0,19,0,19,0,19,7031,756,2575,656,1399,633,113,139
860Z200US60602,60602,ZCTA5 60602,551,209,161,149,21,34,21,34,0,12,94,97,24,32,19,31,0,12,296,163,176,160,98,121,0,12
860Z200US60603,60603,ZCTA5 60603,719,208,252,120,134,100,18,16,0,12,209,147,46,50,21,35,4,7,258,111,134,87,83,85,31,36
860Z200US60604,60604,ZCTA5 60604,383,128,75,31,13,14,5,9,0,12,89,46,44,31,22,24,0,12,219,119,189,116,118,97,17,24
860Z200US60605,60605,ZCTA5 60605,18822,1139,5497,885,2505,705,1244,518,22,36,2138,539,330,265,143,122,0,26,11187,1210,4179,919,1948,739,355,226
860Z200US60606,60606,ZCTA5 60606,2637,616,615,263,214,176,214,176,0,12,90,70,0,12,0,12,0,12,1932,583,447,197,193,149,0,12
860Z200US60607,60607,ZCTA5 60607,15037,751,4722,590,1027,407,457,320,107,85,1532,459,313,304,250,299,0,26,8783,683,3389,522,1744,405,458,216
860Z200US60608,60608,ZCTA5 60608,30070,1115,7323,792,2701,437,1331,319,73,71,4763,522,1001,297,573,248,115,76,17984,1021,6721,593,3591,473,972,256
860Z200US60609,60609,ZCTA5 60609,23174,1183,5443,504,1804,287,734,186,83,94,4198,467,738,213,387,146,43,46,13533,1142,6065,868,3604,736,1287,389
860Z200US60610,60610,ZCTA5 60610,27145,1231,5657,658,1995,381,698,186,63,54,3644,542,864,272,506,217,72,55,17844,1112,6344,760,2894,435,411,174
860Z200US60611,60611,ZCTA5 60611,23564,1315,5185,902,2050,658,757,345,35,41,5034,594,1465,324,891,277,139,130,13345,952,5077,875,3054,686,1135,468
860Z200US60612,60612,ZCTA5 60612,14934,612,3386,329,870,189,379,119,26,32,1215,303,172,78,124,66,0,26,10333,612,4526,518,2532,377,933,271
860Z200US60613,60613,ZCTA5 60613,28784,1027,7904,674,1827,395,623,176,25,41,2913,526,681,204,352,154,8,14,17967,1098,6244,710,2817,387,614,230
860Z200US60614,60614,ZCTA5 60614,34603,1084,10494,659,2013,328,961,214,52,57,5120,607,1049,215,746,180,240,308,18989,1022,6337,665,2930,433,359,157
860Z200US60615,60615,ZCTA5 60615,22430,801,4373,430,1367,257,549,177,33,34,2773,372,566,169,333,142,152,102,15284,767,7844,709,4476,613,955,246
860Z200US60616,60616,ZCTA5 60616,25360,913,6361,608,1836,354,636,197,52,38,3615,437,727,211,443,186,32,46,15384,920,5930,688,3133,514,1226,396
860Z200US60617,60617,ZCTA5 60617,30248,1118,9294,781,3027,460,1728,357,64,47,7703,789,1442,336,798,231,207,135,13251,795,6376,727,3910,600,974,244
860Z200US60618,60618,ZCTA5 60618,37745,1165,13867,868,3695,531,1626,273,42,37,4494,454,1258,256,582,184,63,57,19384,1041,6458,685,2975,459,865,328
860Z200US60619,60619,ZCTA5 60619,28016,1010,7020,760,2567,502,1475,388,149,85,5115,628,878,228,540,205,164,121,15881,1054,8908,828,5638,756,1498,354
860Z200US60620,60620,ZCTA5 60620,25896,755,7855,548,2907,375,1641,306,40,44,5047,617,1059,277,618,232,48,33,12994,862,6545,756,3623,591,1062,273
860Z200US60621,60621,ZCTA5 60621,11382,496,1337,319,615,274,239,106,18,26,1509,286,504,215,232,164,54,66,8536,576,3933,459,2348,422,1217,273
860Z200US60622,60622,ZCTA5 60622,25594,885,8492,789,2077,337,1023,262,46,33,2268,280,513,164,374,152,32,35,14834,690,4251,538,1958,338,285,112
860Z200US60623,60623,ZCTA5 60623,27450,830,5218,644,2170,422,1112,413,42,64,5317,647,1437,558,740,465,114,73,16915,862,8879,699,4598,524,1134,273
860Z200US60624,60624,ZCTA5 60624,13435,649,2222,374,905,224,444,164,71,89,1322,303,358,156,229,120,25,24,9891,633,5850,604,3918,513,979,306
860Z200US60625,60625,ZCTA5 60625,31681,889,9453,669,2742,458,968,255,34,42,3325,391,568,158,282,118,42,54,18903,986,7479,684,3506,491,565,165
860Z200US60626,60626,ZCTA5 60626,24103,986,4766,494,1317,244,533,180,51,57,1657,278,213,98,92,55,0,29,17680,1003,8377,862,4427,731,674,265
860Z200US60628,60628,ZCTA5 60628,23170,738,7515,613,2461,385,1367,305,68,62,5879,516,928,210,550,165,311,150,9776,626,5193,542,3728,480,1200,332
860Z200US60629,60629,ZCTA5 60629,34229,1037,12848,985,4768,612,2144,396,213,137,8109,766,1021,282,514,185,114,83,13272,1171,7410,929,3443,597,531,234
860Z200US60630,60630,ZCTA5 60630,21698,809,9495,628,2839,364,1252,305,33,53,5398,531,1128,272,422,130,74,47,6805,597,2474,442,1080,270,336,139
860Z200US60631,60631,ZCTA5 60631,12144,447,5452,468,1209,300,614,248,11,15,3560,389,608,206,242,114,36,35,3132,374,1323,292,794,207,167,94
860Z200US60632,60632,ZCTA5 60632,27058,955,8775,793,3403,499,1674,349,54,55,6883,458,1142,277,635,234,20,26,11400,909,5369,715,2099,462,436,158
860Z200US60633,60633,ZCTA5 60633,4919,470,1824,352,493,153,253,117,0,19,1220,218,263,140,98,69,32,36,1875,439,809,263,573,198,302,330
860Z200US60634,60634,ZCTA5 60634,27575,950,12851,792,4337,539,1724,344,53,44,7548,621,1448,355,740,285,107,76,7176,758,3079,526,1652,381,458,153
860Z200US60636,60636,ZCTA5 60636,11444,692,2905,564,1498,438,821,312,47,42,2916,366,783,179,414,144,65,50,5623,575,3383,460,2061,368,593,256
860Z200US60637,60637,ZCTA5 60637,22628,1013,3413,476,1567,352,1017,329,10,11,2495,350,499,161,254,102,7,10,16720,908,8158,701,4724,527,1588,511
860Z200US60638,60638,ZCTA5 60638,20805,764,9944,721,2465,391,858,245,151,125,6893,573,1175,313,616,254,66,51,3968,537,1637,475,832,379,372,195
860Z200US60639,60639,ZCTA5 60639,26703,888,8029,746,3497,556,1726,320,44,35,4676,527,1051,266,555,219,60,56,13998,826,6801,728,3954,651,1179,330
860Z200US60640,60640,ZCTA5 60640,37727,1095,8320,646,1889,399,578,189,0,29,3475,493,731,191,403,142,65,63,25932,1061,10482,842,5447,579,1306,341
860Z200US60641,60641,ZCTA5 60641,25449,762,9381,664,3044,393,1480,263,16,21,4008,408,724,214,311,128,73,61,12060,741,5247,586,2731,425,448,135
860Z200US60642,60642,ZCTA5 60642,11379,499,3141,336,574,220,361,193,45,59,559,199,116,71,29,32,46,52,7679,497,2272,386,928,253,191,139
860Z200US60643,60643,ZCTA5 60643,18289,733,8532,640,2511,333,1206,289,56,51,4860,563,713,196,399,142,13,14,4897,651,2400,465,1462,372,401,179
860Z200US60644,60644,ZCTA5 60644,18748,811,3747,443,1729,399,792,284,53,64,1828,374,428,212,229,173,47,75,13173,889,7227,788,4905,727,1229,429
860Z200US60645,60645,ZCTA5 60645,16613,785,5290,694,1718,362,836,220,49,62,3287,368,697,191,263,116,11,18,8036,775,3531,594,1718,399,567,257
860Z200US60646,60646,ZCTA5 60646,11080,560,5387,591,1829,484,843,374,0,23,3378,391,728,216,414,167,0,23,2315,335,1048,329,233,133,159,96
860Z200US60647,60647,ZCTA5 60647,38440,1028,11614,604,3103,328,1340,231,61,42,3115,345,752,212,357,163,47,37,23711,1057,7790,787,3533,559,801,229
860Z200US60649,60649,ZCTA5 60649,24326,956,3790,447,1472,368,658,243,58,67,2309,504,545,236,252,189,74,93,18227,1085,9120,942,5304,707,1160,378
860Z200US60651,60651,ZCTA5 60651,20880,733,6311,787,2676,567,1492,452,58,48,3243,490,563,206,248,161,45,45,11326,830,6234,686,3704,583,810,328
860Z200US60652,60652,ZCTA5 60652,13353,609,7915,567,3125,483,1545,399,0,26,3608,452,567,211,429,190,31,51,1830,414,1129,279,819,223,75,65
860Z200US60653,60653,ZCTA5 60653,16833,745,4359,474,1315,263,507,140,20,25,843,233,135,84,55,64,25,36,11631,764,5619,543,2933,453,964,324
860Z200US60654,60654,ZCTA5 60654,15955,993,3816,676,1183,363,491,280,33,40,1677,401,345,191,207,144,23,27,10462,916,3130,588,1500,492,426,259
860Z200US60655,60655,ZCTA5 60655,10817,507,5966,419,996,233,385,173,27,38,3057,391,340,127,219,102,57,50,1794,414,638,217,247,110,217,138
860Z200US60656,60656,ZCTA5 60656,12392,637,4894,470,1358,300,693,200,0,23,3068,366,718,200,270,148,14,16,4430,584,1642,374,939,326,236,144
860Z200US60657,60657,ZCTA5 60657,39636,1060,11213,680,2535,401,1051,249,71,54,3827,462,698,197,293,118,46,39,24596,913,9194,887,4063,546,545,205
860Z200US60659,60659,ZCTA5 60659,13612,660,3536,473,1571,377,736,273,0,26,2650,473,618,242,351,200,34,34,7426,641,3155,458,1613,323,299,159
860Z200US60660,60660,ZCTA5 60660,21349,765,4878,455,1370,231,508,156,0,26,3106,348,692,171,373,132,78,69,13365,655,5632,645,2619,416,553,182
860Z200US60661,60661,ZCTA5 60661,7475,550,1909,405,332,225,71,65,0,19,334,212,36,41,36,41,0,19,5232,572,1676,416,713,261,382,310
860Z200US60706,60706,ZCTA5 60706,9292,382,3177,328,1160,227,549,179,5,8,3726,356,603,166,224,96,40,43,2389,350,957,253,503,201,266,119
860Z200US60707,60707,ZCTA5 60707,15486,732,6367,584,2059,348,990,245,8,13,3594,446,703,180,266,104,166,162,5525,559,2564,498,1270,348,267,154
860Z200US60712,60712,ZCTA5 60712,4593,213,2034,217,913,218,498,175,0,19,1844,248,325,103,143,62,30,29,715,180,371,154,321,157,100,59
860Z200US60714,60714,ZCTA5 60714,11328,489,4828,463,1470,341,627,230,0,26,3861,487,735,273,429,262,35,33,2639,397,1234,352,841,259,134,66
860Z200US60803,60803,ZCTA5 60803,9201,456,4213,389,1119,281,535,198,38,42,2023,418,332,161,209,107,16,19,2965,372,1324,319,793,279,329,214
860Z200US60804,60804,ZCTA5 60804,25031,847,7959,708,2649,392,1051,240,41,54,5708,620,785,219,262,128,108,90,11364,889,4587,574,1918,331,605,299
860Z200US60805,60805,ZCTA5 60805,7328,292,3878,364,1236,265,507,194,13,18,2231,287,318,137,222,121,9,14,1219,270,505,172,293,154,106,84
860Z200US60827,60827,ZCTA5 60827,9372,563,2500,366,1099,291,472,201,45,42,1368,266,367,172,177,109,64,49,5504,498,2646,388,1648,333,722,208
860Z200US60901,60901,ZCTA5 60901,13006,362,4572,381,1189,202,492,140,61,65,3304,361,440,137,245,110,46,35,5130,387,2648,338,1528,311,410,145
860Z200US60910,60910,ZCTA5 60910,209,43,83,28,9,10,5,6,0,12,83,33,26,22,17,16,0,12,43,19,18,11,4,7,6,7
860Z200US60911,60911,ZCTA5 60911,480,77,199,48,19,11,9,8,0,12,188,48,25,19,16,13,0,12,93,42,27,20,5,8,19,17
860Z200US60912,60912,ZCTA5 60912,288,81,81,37,28,28,24,27,0,12,147,68,42,35,26,36,2,3,60,43,1,3,0,12,25,23
860Z200US60913,60913,ZCTA5 60913,705,146,251,67,81,43,36,22,1,2,369,124,32,27,14,18,0,12,85,58,2,3,2,3,36,45
860Z200US60914,60914,ZCTA5 60914,9975,351,4484,380,742,208,378,153,17,20,2609,368,349,144,206,112,0,23,2882,383,1053,233,322,135,220,99
860Z200US60915,60915,ZCTA5 60915,4147,219,1557,244,391,150,93,57,0,19,1054,186,139,78,60,48,0,19,1536,216,675,229,266,139,46,57
860Z200US60917,60917,ZCTA5 60917,175,65,116,59,42,45,31,43,0,12,55,30,12,13,9,12,0,12,4,4,0,12,0,12,1,3
860Z200US60918,60918,ZCTA5 60918,300,71,99,36,35,21,10,10,0,12,155,56,13,9,2,3,0,12,46,24,20,17,15,16,9,9
860Z200US60919,60919,ZCTA5 60919,199,49,63,32,9,6,5,4,0,12,90,35,9,12,0,12,5,6,46,25,11,10,7,9,20,19
860Z200US60920,60920,ZCTA5 60920,58,24,31,20,0,12,0,12,0,12,15,8,0,12,0,12,2,3,12,9,3,5,0,12,3,3
860Z200US60921,60921,ZCTA5 60921,635,126,200,58,43,35,25,30,0,12,246,125,13,11,6,6,2,4,189,41,70,30,19,14,14,10
860Z200US60922,60922,ZCTA5 60922,952,131,373,99,60,39,6,5,0,12,323,94,82,71,76,71,2,4,256,76,79,43,52,37,16,16
860Z200US60924,60924,ZCTA5 60924,695,74,294,73,71,41,32,36,0,12,246,50,2,4,0,12,13,11,155,48,66,32,33,27,20,15
860Z200US60926,60926,ZCTA5 60926,26,11,19,11,3,5,0,12,0,12,6,6,0,12,0,12,0,12,1,3,1,3,1,3,0,12
860Z200US60927,60927,ZCTA5 60927,891,109,382,74,59,37,9,10,0,12,330,78,22,16,14,13,8,13,179,56,81,44,57,43,13,13
860Z200US60928,60928,ZCTA5 60928,236,45,96,29,10,8,8,7,0,12,99,28,16,12,3,4,3,4,41,22,16,14,6,6,0,12
860Z200US60929,60929,ZCTA5 60929,264,49,97,31,13,12,6,9,0,12,109,28,10,8,3,4,1,2,58,31,10,8,5,5,5,6
860Z200US60930,60930,ZCTA5 60930,297,64,154,56,18,13,6,6,16,26,64,26,1,2,0,12,0,12,79,36,18,14,15,13,21,23
860Z200US60931,60931,ZCTA5 60931,176,31,73,29,40,25,30,25,0,12,85,24,0,12,0,12,5,6,18,12,7,8,2,3,4,4
860Z200US60932,60932,ZCTA5 60932,132,116,104,115,8,11,8,11,0,12,20,28,0,12,0,12,0,12,8,11,0,12,0,12,8,11
860Z200US60933,60933,ZCTA5 60933,112,32,39,17,5,6,0,12,0,12,50,22,15,15,8,11,0,12,23,18,2,3,0,12,3,4
860Z200US60934,60934,ZCTA5 60934,91,27,50,21,16,12,12,13,0,12,21,15,3,5,3,5,0,12,20,15,0,12,0,12,15,14
860Z200US60935,60935,ZCTA5 60935,413,80,267,64,21,11,9,7,0,12,116,35,26,16,12,9,0,12,30,24,0,12,0,12,10,13
860Z200US60936,60936,ZCTA5 60936,1884,125,619,130,109,68,42,45,0,12,723,144,110,75,68,69,6,9,542,126,298,114,201,111,34,39
860Z200US60938,60938,ZCTA5 60938,809,103,296,54,30,16,20,14,0,12,370,91,43,22,24,15,0,12,143,51,37,23,7,7,37,28
860Z200US60939,60939,ZCTA5 60939,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US60940,60940,ZCTA5 60940,1150,152,600,107,132,53,47,38,0,12,349,100,39,30,35,30,30,31,201,68,82,40,55,30,32,23
860Z200US60941,60941,ZCTA5 60941,614,90,261,66,25,23,11,19,0,12,194,60,22,18,13,16,3,5,159,44,73,40,63,34,17,12
860Z200US60942,60942,ZCTA5 60942,2458,216,784,212,179,112,47,47,0,17,941,232,54,46,25,31,0,17,733,198,290,162,245,157,83,62
860Z200US60945,60945,ZCTA5 60945,87,35,34,25,0,12,0,12,0,12,43,19,4,4,1,2,1,3,10,10,4,6,4,6,0,12
860Z200US60946,60946,ZCTA5 60946,166,55,64,33,5,5,0,12,0,12,68,31,2,3,0,12,0,12,34,37,3,4,3,4,0,12
860Z200US60948,60948,ZCTA5 60948,747,106,373,103,83,62,67,60,1,2,351,99,56,47,30,41,0,12,23,18,0,12,0,12,4,5
860Z200US60949,60949,ZCTA5 60949,188,54,64,29,16,13,6,6,0,12,51,23,8,6,5,6,2,4,73,33,13,12,5,6,22,22
860Z200US60950,60950,ZCTA5 60950,5073,323,2271,317,573,183,134,84,0,19,1293,245,149,76,55,47,7,11,1509,419,660,301,224,147,255,209
860Z200US60951,60951,ZCTA5 60951,336,76,160,54,33,19,18,14,16,16,119,31,9,11,9,11,0,12,57,48,22,35,22,35,5,6
860Z200US60952,60952,ZCTA5 60952,260,44,114,34,24,18,7,8,0,12,109,37,8,8,2,3,0,12,37,19,8,8,7,8,2,3
860Z200US60953,60953,ZCTA5 60953,905,101,345,61,114,48,63,39,0,12,364,76,36,30,11,9,11,15,196,55,73,38,23,25,24,15
860Z200US60954,60954,ZCTA5 60954,2222,179,774,128,145,75,71,56,0,17,906,164,148,102,71,86,0,17,542,125,197,98,98,73,33,40
860Z200US60955,60955,ZCTA5 60955,677,95,199,56,36,24,20,22,0,12,403,80,22,16,14,13,25,28,75,31,3,4,3,4,17,14
860Z200US60956,60956,ZCTA5 60956,40,15,15,9,3,6,0,12,0,12,15,10,2,3,2,3,1,3,10,8,1,2,0,12,2,3
860Z200US60957,60957,ZCTA5 60957,2363,153,1160,187,289,110,152,95,0,17,615,95,29,23,15,15,3,4,588,155,114,57,31,28,28,23
860Z200US60958,60958,ZCTA5 60958,651,111,176,64,109,51,71,47,0,12,273,87,80,47,65,45,0,12,202,82,88,49,52,39,26,20
860Z200US60959,60959,ZCTA5 60959,426,64,167,50,37,20,19,13,0,12,125,27,18,19,5,7,0,12,134,52,53,36,16,11,41,29
860Z200US60960,60960,ZCTA5 60960,302,60,140,41,44,27,2,4,2,3,79,27,3,5,2,3,0,12,83,50,33,42,6,6,22,17
860Z200US60961,60961,ZCTA5 60961,373,95,165,67,77,57,75,58,0,12,187,78,25,21,14,15,14,18,21,19,14,17,11,15,2,3
860Z200US60962,60962,ZCTA5 60962,224,45,66,26,18,13,7,8,0,12,94,34,26,14,11,10,0,12,64,31,26,15,22,15,33,28
860Z200US60963,60963,ZCTA5 60963,548,78,198,54,29,20,9,12,0,12,235,57,41,27,22,16,3,4,115,48,28,17,15,14,11,9
860Z200US60964,60964,ZCTA5 60964,1897,165,853,112,187,72,128,60,5,8,616,102,53,29,32,22,0,12,428,110,103,40,46,24,121,88
860Z200US60966,60966,ZCTA5 60966,722,110,224,61,48,37,5,7,0,12,292,75,35,27,2,4,0,12,206,85,75,56,24,19,8,9
860Z200US60967,60967,ZCTA5 60967,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US60968,60968,ZCTA5 60968,201,53,76,35,18,21,0,12,9,15,98,40,7,8,0,12,0,12,27,15,13,9,2,4,9,11
